mes,cidade,bairro,tipo,modo,mediana_rs_m2,p25,p75,n_anuncios,yield_anual_pct,coleta
2026-09,Piracicaba,Parque Cecap I,casa,venda,6193.5,4346.0,7965.6,7,,setembro/2026
2026-09,Piracicaba,Parque Chapadão,casa,venda,2836.9,2548.7,3419.2,7,,setembro/2026
2026-09,Piracicaba,Parque Conceição,casa,venda,4375.0,2409.1,5149.1,9,,setembro/2026
2026-09,Piracicaba,Parque Conceição II,casa,venda,3966.9,3778.5,5256.6,17,,setembro/2026
2026-09,Piracicaba,Parque Nossa Senhora das Graças,casa,venda,3000.0,2544.5,3399.5,15,,setembro/2026
2026-09,Piracicaba,Parque Orlanda I,casa,venda,3084.6,2758.6,3392.4,8,,setembro/2026
2026-09,Piracicaba,Parque Primeiro de Maio,casa,venda,3714.3,3243.8,4644.3,7,,setembro/2026
2026-09,Piracicaba,Parque Residencial,casa,venda,3844.4,3484.4,4046.6,8,,setembro/2026
2026-09,Piracicaba,Parque Residencial Damha II,casa,venda,9333.3,8924.4,9622.8,10,,setembro/2026
2026-09,Piracicaba,Parque Residencial Monte Rey,casa,venda,3389.0,2400.6,4062.5,8,,setembro/2026
2026-09,Piracicaba,Parque Residencial Monte Rey II,casa,venda,3400.0,2620.5,4630.8,7,,setembro/2026
2026-09,Piracicaba,Parque Residencial Monte Rey III,casa,venda,3225.3,2278.8,5436.0,8,,setembro/2026
2026-09,Piracicaba,Parque Santa Cecília,casa,venda,4358.5,3305.1,5758.7,40,8.26,setembro/2026
2026-09,Piracicaba,Parque Santa Cecília,casa,aluguel,30.0,21.8,32.3,9,8.26,setembro/2026
2026-09,Piracicaba,Parque São Jorge,casa,venda,3516.9,3074.8,3770.8,8,,setembro/2026
2026-09,Piracicaba,Parque São Matheus,casa,venda,3477.3,3077.8,4555.2,26,10.63,setembro/2026
2026-09,Piracicaba,Parque São Matheus,casa,aluguel,30.8,18.8,40.0,5,10.63,setembro/2026
2026-09,Piracicaba,Parque Taquaral,casa,venda,6358.8,4782.6,7302.8,50,3.77,setembro/2026
2026-09,Piracicaba,Parque Taquaral,casa,aluguel,20.0,15.9,38.3,8,3.77,setembro/2026
2026-09,Piracicaba,Paulicéia,casa,venda,3235.0,2387.2,4223.8,68,6.97,setembro/2026
2026-09,Piracicaba,Paulicéia,casa,aluguel,18.8,13.3,24.6,9,6.97,setembro/2026
2026-09,Piracicaba,Paulista,casa,venda,3282.8,2704.2,4211.5,55,7.57,setembro/2026
2026-09,Piracicaba,Paulista,casa,aluguel,20.7,18.2,22.8,12,7.57,setembro/2026
2026-09,Piracicaba,Perdizes,casa,venda,3276.8,2539.0,4046.6,28,,setembro/2026
2026-09,Piracicaba,Piracicamirim,casa,venda,3673.5,3071.2,5164.0,60,8.89,setembro/2026
2026-09,Piracicaba,Piracicamirim,casa,aluguel,27.2,20.0,31.9,17,8.89,setembro/2026
2026-09,Piracicaba,Pompéia,casa,venda,3928.6,2932.3,6500.0,73,7.33,setembro/2026
2026-09,Piracicaba,Pompéia,casa,aluguel,24.0,19.5,24.7,7,7.33,setembro/2026
2026-09,Piracicaba,Prezoto,casa,venda,4166.7,3093.8,4526.3,13,,setembro/2026
2026-09,Piracicaba,Prezotto,casa,venda,3812.4,2902.7,4579.2,8,,setembro/2026
2026-09,Piracicaba,Reserva das Paineiras,casa,venda,6100.0,5132.7,7562.3,12,,setembro/2026
2026-09,Piracicaba,Reserva do Engenho,casa,venda,7159.1,5906.4,7917.0,18,,setembro/2026
2026-09,Piracicaba,Reserva Jequitibá,casa,venda,8823.5,8301.2,9242.1,9,,setembro/2026
2026-09,Piracicaba,Reserva Taquaral,casa,venda,6673.6,5503.3,6833.3,5,,setembro/2026
2026-09,Piracicaba,Residencial Agape,casa,venda,6382.5,5796.7,6658.9,10,,setembro/2026
2026-09,Piracicaba,Residencial Alto da Boa Vista,casa,venda,5000.0,4222.2,5371.6,5,,setembro/2026
2026-09,Piracicaba,Residencial Altos,casa,venda,3006.8,2304.1,4028.4,6,,setembro/2026
2026-09,Piracicaba,Residencial Bela Vista,casa,venda,7436.5,5137.9,8626.4,6,,setembro/2026
2026-09,Piracicaba,Residencial Bertolucci,casa,venda,4389.1,4062.2,6541.7,12,,setembro/2026
2026-09,Piracicaba,Residencial Mônaco,casa,venda,6071.4,5797.6,6740.5,7,,setembro/2026
2026-09,Piracicaba,Residencial Nova Água Branca II,casa,venda,4709.0,4047.6,5950.4,37,,setembro/2026
2026-09,Piracicaba,Residencial Paineiras,casa,venda,5434.8,4946.8,6583.2,23,,setembro/2026
2026-09,Piracicaba,Residencial Santo Antônio,casa,venda,2453.5,1863.3,3131.2,26,,setembro/2026
2026-09,Piracicaba,Residencial São Luiz,casa,venda,5511.7,4900.0,7682.9,5,,setembro/2026
2026-09,Piracicaba,Residencial Serra Verde,casa,venda,3888.9,2733.3,5910.9,9,,setembro/2026
2026-09,Piracicaba,Residencial Soleil,casa,venda,7076.6,6365.4,7462.5,16,,setembro/2026
2026-09,Piracicaba,Residencial Terras de Ártemis,casa,venda,7313.9,6943.2,7554.0,5,,setembro/2026
2026-09,Piracicaba,Residencial Villa d'Aquila,casa,venda,8623.5,7653.1,9477.6,14,,setembro/2026
2026-09,Piracicaba,Santa Cecília,casa,venda,3852.9,2904.9,4905.2,10,,setembro/2026
2026-09,Piracicaba,Santa Rita,casa,venda,4150.9,3235.3,5129.6,21,,setembro/2026
2026-09,Piracicaba,Santa Rosa,casa,venda,7569.5,3746.3,9155.0,146,6.88,setembro/2026
2026-09,Piracicaba,Santa Rosa,casa,aluguel,43.4,22.7,50.5,35,6.88,setembro/2026
2026-09,Piracicaba,Santa Rosa Ipês,casa,venda,4077.6,3200.0,7908.2,45,,setembro/2026
2026-09,Piracicaba,Santa Terezinha,casa,venda,2907.9,2479.8,3447.2,70,8.25,setembro/2026
2026-09,Piracicaba,Santa Terezinha,casa,aluguel,20.0,17.6,23.5,11,8.25,setembro/2026
2026-09,Piracicaba,São Dimas,casa,venda,3993.6,3272.1,5092.6,69,8.02,setembro/2026
2026-09,Piracicaba,São Dimas,casa,aluguel,26.7,19.6,39.1,37,8.02,setembro/2026
2026-09,Piracicaba,São Jorge,casa,venda,2817.9,1765.9,4026.6,7,,setembro/2026
2026-09,Piracicaba,São Judas,casa,venda,4187.2,3333.3,4903.6,37,8.88,setembro/2026
2026-09,Piracicaba,São Judas,casa,aluguel,31.0,25.0,41.3,11,8.88,setembro/2026
2026-09,Piracicaba,São Luiz,casa,venda,3605.4,2863.6,4815.5,33,,setembro/2026
2026-09,Piracicaba,Taquaral,casa,venda,6781.2,5747.6,7758.7,31,,setembro/2026
2026-09,Piracicaba,Terra Nova,casa,venda,3750.0,2839.6,4775.8,23,,setembro/2026
2026-09,Piracicaba,Terra Rica,casa,venda,3282.1,2704.5,4129.0,14,,setembro/2026
2026-09,Piracicaba,Terras,casa,venda,6402.1,5520.3,7476.0,98,5.74,setembro/2026
2026-09,Piracicaba,Terras,casa,aluguel,30.6,28.7,34.6,27,5.74,setembro/2026
2026-09,Piracicaba,Terras de Piracicaba III,casa,venda,7468.5,6405.7,7517.9,5,,setembro/2026
2026-09,Piracicaba,Terras de Piracicaba IV,casa,venda,7265.7,6805.1,8043.2,8,,setembro/2026
2026-09,Piracicaba,Terras do Engenho,casa,venda,4269.3,3961.5,5252.0,12,,setembro/2026
2026-09,Piracicaba,Unileste,casa,venda,8000.0,6812.5,9021.0,13,,setembro/2026
2026-09,Piracicaba,Vale do Sol,casa,venda,3913.4,3380.1,4276.8,14,,setembro/2026
2026-09,Piracicaba,Verde,casa,venda,3712.9,2950.3,5166.7,17,,setembro/2026
2026-09,Piracicaba,Vila Cristina,casa,venda,2333.3,1945.3,2900.7,7,,setembro/2026
2026-09,Piracicaba,Vila Fatima,casa,venda,4100.0,3475.6,4562.0,5,,setembro/2026
2026-09,Piracicaba,Vila Independência,casa,venda,3704.8,3168.4,4504.4,71,6.38,setembro/2026
2026-09,Piracicaba,Vila Independência,casa,aluguel,19.7,16.7,23.4,34,6.38,setembro/2026
2026-09,Piracicaba,Vila Industrial,casa,venda,2940.1,2245.0,4508.2,41,,setembro/2026
2026-09,Piracicaba,Vila Monteiro,casa,venda,3295.4,2750.0,4044.1,84,9.61,setembro/2026
2026-09,Piracicaba,Vila Monteiro,casa,aluguel,26.4,24.0,32.4,7,9.61,setembro/2026
2026-09,Piracicaba,Vila Prudente,casa,venda,3679.4,3407.6,4432.6,14,,setembro/2026
2026-09,Piracicaba,Vila Rezende,casa,venda,3539.3,2822.3,4267.9,119,8.48,setembro/2026
2026-09,Piracicaba,Vila Rezende,casa,aluguel,25.0,19.9,27.7,15,8.48,setembro/2026
2026-09,Piracicaba,Vila Sônia,casa,venda,3216.6,2482.5,5008.1,16,,setembro/2026
2026-09,Piracicaba,Villa Bela Vista,casa,venda,9195.4,7476.8,9483.3,11,,setembro/2026
2026-09,Piracicaba,Villa d'Aquila,casa,venda,7700.0,7377.0,7848.8,9,,setembro/2026
2026-09,Piracicaba,Água Branca,terreno,venda,999.9,947.1,1075.0,32,,setembro/2026
2026-09,Piracicaba,Água Seca,terreno,venda,880.0,792.3,963.4,24,,setembro/2026
2026-09,Piracicaba,Alphaville,terreno,venda,2568.6,2336.1,2709.5,6,,setembro/2026
2026-09,Piracicaba,Alto,terreno,venda,1500.0,1363.6,1831.3,9,,setembro/2026
2026-09,Piracicaba,Artemis,terreno,venda,553.6,481.1,604.6,5,,setembro/2026
2026-09,Piracicaba,Bongue,terreno,venda,862.4,774.5,1000.0,22,,setembro/2026
2026-09,Piracicaba,Campestre,terreno,venda,618.3,492.7,690.0,155,,setembro/2026
2026-09,Piracicaba,Campos do Conde,terreno,venda,720.3,700.0,750.0,9,,setembro/2026
2026-09,Piracicaba,Canadá,terreno,venda,857.5,852.2,892.0,6,,setembro/2026
2026-09,Piracicaba,Castelinho,terreno,venda,1050.0,900.0,1066.7,13,,setembro/2026
2026-09,Piracicaba,Cecap,terreno,venda,762.7,666.7,972.9,7,,setembro/2026
2026-09,Piracicaba,Centro,terreno,venda,2100.8,1262.6,3004.8,33,,setembro/2026
2026-09,Piracicaba,Centro (Tupi),terreno,venda,2497.5,2000.0,2500.0,5,,setembro/2026
2026-09,Piracicaba,Chácara Esperia,terreno,venda,450.0,382.3,781.9,15,,setembro/2026
2026-09,Piracicaba,Cidade Jardim,terreno,venda,1511.4,741.1,1571.6,6,,setembro/2026
2026-09,Piracicaba,Colinas do Piracicaba (Ártemis),terreno,venda,845.0,323.5,1921.8,17,,setembro/2026
2026-09,Piracicaba,Conceição,terreno,venda,755.0,668.3,816.8,20,,setembro/2026
2026-09,Piracicaba,Conjunto Residencial Mário Dedini,terreno,venda,928.6,792.3,970.6,5,,setembro/2026
2026-09,Piracicaba,Damha I,terreno,venda,1202.0,1200.0,1312.2,10,,setembro/2026
2026-09,Piracicaba,Damha II,terreno,venda,1074.7,1012.4,1100.0,14,,setembro/2026
2026-09,Piracicaba,Dois Córregos,terreno,venda,639.6,413.0,990.7,30,,setembro/2026
2026-09,Piracicaba,Estância Lago Azul (Ártemis),terreno,venda,220.0,194.1,431.2,13,,setembro/2026
2026-09,Piracicaba,Garças,terreno,venda,713.1,613.7,770.0,20,,setembro/2026
2026-09,Piracicaba,Glebas Califórnia,terreno,venda,500.0,380.5,865.0,15,,setembro/2026
2026-09,Piracicaba,Itaperu,terreno,venda,233.0,177.7,282.9,16,,setembro/2026
2026-09,Piracicaba,Jaraguá,terreno,venda,900.0,736.1,1052.1,10,,setembro/2026
2026-09,Piracicaba,Jardim Abaeté,terreno,venda,1008.5,925.6,1113.6,8,,setembro/2026
2026-09,Piracicaba,Jardim Belvedere,terreno,venda,834.8,818.6,859.1,6,,setembro/2026
2026-09,Piracicaba,Jardim Brasil,terreno,venda,975.0,826.8,1045.0,6,,setembro/2026
2026-09,Piracicaba,Jardim Califórnia,terreno,venda,732.5,302.4,979.0,12,,setembro/2026
2026-09,Piracicaba,Jardim Caxambu,terreno,venda,1060.0,948.5,1126.0,7,,setembro/2026
2026-09,Piracicaba,Jardim Diamante,terreno,venda,748.7,634.6,785.5,7,,setembro/2026
2026-09,Piracicaba,Jardim dos Manacás,terreno,venda,900.0,860.4,911.4,10,,setembro/2026
2026-09,Piracicaba,Jardim Elite,terreno,venda,1531.8,1338.6,2271.6,6,,setembro/2026
2026-09,Piracicaba,Jardim Ibirapuera,terreno,venda,714.3,636.3,800.0,5,,setembro/2026
2026-09,Piracicaba,Jardim Monumento,terreno,venda,1107.5,1048.2,1234.1,6,,setembro/2026
2026-09,Piracicaba,Jardim Noiva da Colina,terreno,venda,850.2,849.7,933.3,7,,setembro/2026
2026-09,Piracicaba,Jardim Parque Jupiá,terreno,venda,877.2,356.5,975.0,7,,setembro/2026
2026-09,Piracicaba,Jardim São Francisco,terreno,venda,782.9,695.3,865.0,82,,setembro/2026
2026-09,Piracicaba,Jardim São Jorge,terreno,venda,490.1,455.6,609.2,8,,setembro/2026
2026-09,Piracicaba,Jardim São Luiz,terreno,venda,780.0,756.8,883.8,5,,setembro/2026
2026-09,Piracicaba,Jardim Tatuapé,terreno,venda,962.9,838.6,999.9,10,,setembro/2026
2026-09,Piracicaba,Jupiá,terreno,venda,641.6,607.8,713.7,15,,setembro/2026
2026-09,Piracicaba,Loteamento Chácaras Nazareth II,terreno,venda,720.0,680.0,972.2,5,,setembro/2026
2026-09,Piracicaba,Loteamento Conquista,terreno,venda,502.2,481.1,528.2,6,,setembro/2026
2026-09,Piracicaba,Loteamento Residencial e Comercial Villa d'Aquila,terreno,venda,1490.1,1463.6,1517.7,7,,setembro/2026
2026-09,Piracicaba,Loteamento Residencial Reserva do Engenho,terreno,venda,1009.0,986.1,1154.1,12,,setembro/2026
2026-09,Piracicaba,Monte Alegre,terreno,venda,1739.1,1711.1,2003.6,13,,setembro/2026
2026-09,Piracicaba,Monte Líbano,terreno,venda,600.0,493.6,693.3,7,,setembro/2026
2026-09,Piracicaba,Nossa Senhora de Fátima,terreno,venda,546.4,459.4,636.9,6,,setembro/2026
2026-09,Piracicaba,Nova América,terreno,venda,1007.0,879.2,1331.4,10,,setembro/2026
2026-09,Piracicaba,Nova Piracicaba,terreno,venda,926.5,907.2,1051.3,21,,setembro/2026
2026-09,Piracicaba,Nova Suiça,terreno,venda,2426.7,2400.0,2571.4,5,,setembro/2026
2026-09,Piracicaba,Novo Horizonte,terreno,venda,597.2,552.9,677.4,20,,setembro/2026
2026-09,Piracicaba,Ondas,terreno,venda,972.3,852.0,1074.1,66,,setembro/2026
2026-09,Piracicaba,Ondinhas,terreno,venda,874.1,864.6,907.7,5,,setembro/2026
2026-09,Piracicaba,Park Campestre,terreno,venda,349.9,300.0,429.9,6,,setembro/2026
2026-09,Piracicaba,Parque Conceição,terreno,venda,892.1,826.4,953.6,12,,setembro/2026
2026-09,Piracicaba,Parque Conceição II,terreno,venda,751.1,716.4,808.1,7,,setembro/2026
2026-09,Piracicaba,Parque Residencial Monte Rey III,terreno,venda,566.7,495.6,641.7,7,,setembro/2026
2026-09,Piracicaba,Parque Santa Cecília,terreno,venda,1006.2,918.6,1179.5,10,,setembro/2026
2026-09,Piracicaba,Parque São Matheus,terreno,venda,680.0,628.8,782.0,11,,setembro/2026
2026-09,Piracicaba,Parque Taquaral,terreno,venda,771.4,711.9,897.1,15,,setembro/2026
2026-09,Piracicaba,Pau d'Alhinho,terreno,venda,157.3,136.1,423.6,8,,setembro/2026
2026-09,Piracicaba,Paulicéia,terreno,venda,867.5,696.4,976.9,22,,setembro/2026
2026-09,Piracicaba,Paulista,terreno,venda,956.1,800.8,1007.0,10,,setembro/2026
2026-09,Piracicaba,Piracicamirim,terreno,venda,1093.1,1000.0,1732.4,17,,setembro/2026
2026-09,Piracicaba,Pompéia,terreno,venda,1029.2,833.3,1400.0,21,,setembro/2026
2026-09,Piracicaba,Residencial Alto da Boa Vista,terreno,venda,482.7,472.8,580.0,7,,setembro/2026
2026-09,Piracicaba,Residencial Bertolucci,terreno,venda,1020.4,957.1,1053.1,6,,setembro/2026
2026-09,Piracicaba,Residencial Canadá,terreno,venda,898.0,852.0,985.3,6,,setembro/2026
2026-09,Piracicaba,Residencial Paineiras,terreno,venda,910.7,831.8,971.5,19,,setembro/2026
2026-09,Piracicaba,Residencial Portal da Água Branca,terreno,venda,922.1,920.3,980.9,6,,setembro/2026
2026-09,Piracicaba,Residencial Santo Antônio,terreno,venda,588.9,518.8,739.9,8,,setembro/2026
2026-09,Piracicaba,Residencial São Luiz,terreno,venda,1057.1,978.0,1135.7,7,,setembro/2026
2026-09,Piracicaba,Residencial Soleil,terreno,venda,884.1,855.2,942.5,10,,setembro/2026
2026-09,Piracicaba,Residencial Terras de Ártemis,terreno,venda,520.1,482.8,597.3,14,,setembro/2026
2026-09,Piracicaba,Residencial Terras de Ártemis (Ártemis),terreno,venda,509.3,488.5,538.9,9,,setembro/2026
2026-09,Piracicaba,Residencial Villa d'Aquila,terreno,venda,1419.1,1297.4,1475.3,7,,setembro/2026
2026-09,Piracicaba,Santa Rita,terreno,venda,653.0,459.6,959.4,42,,setembro/2026
2026-09,Piracicaba,Santa Rosa,terreno,venda,795.5,668.7,1211.7,58,,setembro/2026
2026-09,Piracicaba,Santa Rosa Ipês,terreno,venda,969.2,844.8,1117.4,11,,setembro/2026
2026-09,Piracicaba,Santa Terezinha,terreno,venda,608.6,480.0,939.4,41,,setembro/2026
2026-09,Piracicaba,São Jorge,terreno,venda,551.3,374.7,1531.8,6,,setembro/2026
2026-09,Piracicaba,São Luiz,terreno,venda,1022.7,890.5,1071.1,11,,setembro/2026
2026-09,Piracicaba,Taquaral,terreno,venda,725.0,643.6,821.4,15,,setembro/2026
2026-09,Piracicaba,Terra Nova,terreno,venda,1200.0,1100.9,1266.7,5,,setembro/2026
2026-09,Piracicaba,Terra Rica,terreno,venda,697.2,661.4,775.7,6,,setembro/2026
2026-09,Piracicaba,Terras,terreno,venda,1062.5,992.2,1136.0,8,,setembro/2026
2026-09,Piracicaba,Terras Di Treviso,terreno,venda,800.0,722.9,825.8,7,,setembro/2026
2026-09,Piracicaba,Tupi,terreno,venda,765.5,347.0,2066.3,6,,setembro/2026
2026-09,Piracicaba,Unileste,terreno,venda,1190.9,1020.7,1393.4,14,,setembro/2026
2026-09,Piracicaba,Vale do Sol,terreno,venda,550.0,490.0,664.3,32,,setembro/2026
2026-09,Piracicaba,Vila Independência,terreno,venda,1062.8,926.0,1177.2,8,,setembro/2026
2026-09,Piracicaba,Vila Industrial,terreno,venda,898.1,626.1,1002.3,17,,setembro/2026
2026-09,Piracicaba,Vila Monteiro,terreno,venda,1149.8,1120.0,1317.1,9,,setembro/2026
2026-09,Piracicaba,Vila Rezende,terreno,venda,987.7,675.0,1250.0,9,,setembro/2026
2026-09,Piracicaba,Vivendas Bela Vista,terreno,venda,676.7,505.0,1429.3,6,,setembro/2026
2026-09,Piracicaba,Água Branca,sala,aluguel,32.8,20.6,38.3,7,,setembro/2026
2026-09,Piracicaba,Alemães,sala,aluguel,60.5,52.2,69.5,9,,setembro/2026
2026-09,Piracicaba,Alto,sala,venda,5162.5,3507.0,8208.3,16,9.3,setembro/2026
2026-09,Piracicaba,Alto,sala,aluguel,40.0,31.7,60.2,35,9.3,setembro/2026
2026-09,Piracicaba,Bairro Alto,sala,aluguel,30.6,30.0,38.5,5,,setembro/2026
2026-09,Piracicaba,Capim Fino,sala,aluguel,58.4,54.0,90.8,9,,setembro/2026
2026-09,Piracicaba,Centro,sala,venda,4857.1,2823.5,8461.5,33,11.09,setembro/2026
2026-09,Piracicaba,Centro,sala,aluguel,44.9,26.4,70.8,75,11.09,setembro/2026
2026-09,Piracicaba,Cidade Alta,sala,venda,5622.7,3842.7,9250.0,26,9.05,setembro/2026
2026-09,Piracicaba,Cidade Alta,sala,aluguel,42.4,27.2,66.3,38,9.05,setembro/2026
2026-09,Piracicaba,Cidade Jardim,sala,venda,15000.0,13095.2,16250.0,5,7.37,setembro/2026
2026-09,Piracicaba,Cidade Jardim,sala,aluguel,92.1,72.6,105.1,12,7.37,setembro/2026
2026-09,Piracicaba,Jardim Elite,sala,aluguel,45.3,36.7,59.4,6,,setembro/2026
2026-09,Piracicaba,Jardim Europa,sala,aluguel,83.3,77.1,105.8,7,,setembro/2026
2026-09,Piracicaba,Paulicéia,sala,aluguel,26.2,22.3,33.0,10,,setembro/2026
2026-09,Piracicaba,Paulista,sala,aluguel,48.0,41.0,66.4,18,,setembro/2026
2026-09,Piracicaba,Piracicamirim,sala,aluguel,55.0,47.7,62.5,7,,setembro/2026
2026-09,Piracicaba,Residencial Nova Água Branca II,sala,aluguel,16.7,15.1,19.2,6,,setembro/2026
2026-09,Piracicaba,São Dimas,sala,aluguel,56.6,40.6,68.5,10,,setembro/2026
2026-09,Piracicaba,Vila Independência,sala,aluguel,55.7,34.3,61.7,10,,setembro/2026
2026-09,Piracicaba,Vila Industrial,sala,aluguel,40.0,40.0,45.0,5,,setembro/2026
2026-09,Piracicaba,Vila Monteiro,sala,aluguel,28.1,22.0,30.9,6,,setembro/2026
2026-09,Piracicaba,Vila Rezende,sala,aluguel,39.8,28.6,52.1,19,,setembro/2026
2026-09,Piracicaba,Água Branca,galpao,aluguel,20.0,17.4,20.4,7,,setembro/2026
2026-09,Piracicaba,Alto,galpao,venda,2969.6,2238.6,3495.1,8,9.25,setembro/2026
2026-09,Piracicaba,Alto,galpao,aluguel,22.9,17.3,28.2,9,9.25,setembro/2026
2026-09,Piracicaba,Centro,galpao,venda,3254.6,2143.2,3375.1,6,7.6,setembro/2026
2026-09,Piracicaba,Centro,galpao,aluguel,20.6,13.7,24.0,12,7.6,setembro/2026
2026-09,Piracicaba,Higienópolis,galpao,aluguel,28.6,19.8,32.3,6,,setembro/2026
2026-09,Piracicaba,Jardim Algodoal,galpao,aluguel,20.6,20.3,21.9,6,,setembro/2026
2026-09,Piracicaba,Jardim Caxambu,galpao,aluguel,20.8,20.0,23.4,6,,setembro/2026
2026-09,Piracicaba,Jardim São Mateus,galpao,aluguel,22.7,21.0,24.7,5,,setembro/2026
2026-09,Piracicaba,Parque Conceição II,galpao,aluguel,18.2,13.1,20.0,5,,setembro/2026
2026-09,Piracicaba,Parque São Jorge,galpao,aluguel,22.9,17.4,25.0,5,,setembro/2026
2026-09,Piracicaba,Paulicéia,galpao,venda,2760.2,2235.6,3029.6,8,7.43,setembro/2026
2026-09,Piracicaba,Paulicéia,galpao,aluguel,17.1,14.4,22.1,10,7.43,setembro/2026
2026-09,Piracicaba,Paulista,galpao,aluguel,23.3,16.7,27.5,13,,setembro/2026
2026-09,Piracicaba,Piracicamirim,galpao,venda,3307.7,3033.7,4898.5,6,8.34,setembro/2026
2026-09,Piracicaba,Piracicamirim,galpao,aluguel,23.0,21.9,25.5,9,8.34,setembro/2026
2026-09,Piracicaba,Santa Rosa,galpao,aluguel,22.5,21.5,22.6,5,,setembro/2026
2026-09,Piracicaba,Santa Terezinha,galpao,aluguel,14.6,14.0,22.4,5,,setembro/2026
2026-09,Piracicaba,Unileste,galpao,venda,3340.1,2705.6,3931.4,8,7.65,setembro/2026
2026-09,Piracicaba,Unileste,galpao,aluguel,21.3,19.4,24.6,7,7.65,setembro/2026
2026-09,Piracicaba,Vila Rezende,galpao,aluguel,24.9,21.3,44.4,6,,setembro/2026
2026-09,Pomerode,Centro,casa,venda,5544.2,3598.0,7025.5,144,,setembro/2026
2026-09,Pomerode,Jardim Pomerania,casa,venda,8278.0,7239.9,9195.6,8,,setembro/2026
2026-09,Pomerode,Pomerode Fundos,casa,venda,4948.5,4391.0,5431.1,29,,setembro/2026
2026-09,Pomerode,Ribeirão Areia,casa,venda,5960.2,4033.0,7342.9,48,,setembro/2026
2026-09,Pomerode,Ribeirão Clara,casa,venda,4641.4,2200.0,6470.6,25,,setembro/2026
2026-09,Pomerode,Ribeirão Herdt,casa,venda,6137.2,4273.1,7602.0,8,,setembro/2026
2026-09,Pomerode,Ribeirão Souto,casa,venda,8125.0,3512.5,8400.0,5,,setembro/2026
2026-09,Pomerode,Testo Alto,casa,venda,4876.7,3533.3,7067.6,30,,setembro/2026
2026-09,Pomerode,Testo Central,casa,venda,4488.0,3416.7,5685.3,31,,setembro/2026
2026-09,Pomerode,Testo Central Alto,casa,venda,6221.5,4125.4,6634.9,8,,setembro/2026
2026-09,Pomerode,Testo Rega,casa,venda,5047.6,3264.5,6682.5,63,,setembro/2026
2026-09,Pomerode,Wunderwald,casa,venda,4636.0,4105.9,7812.5,17,,setembro/2026
2026-09,Pomerode,Centro,apartamento,venda,7927.1,6421.5,11662.2,142,4.75,setembro/2026
2026-09,Pomerode,Centro,apartamento,aluguel,31.4,26.9,34.3,13,4.75,setembro/2026
2026-09,Pomerode,Pomerode Fundos,apartamento,venda,6250.0,6203.7,6979.2,5,,setembro/2026
2026-09,Pomerode,Ribeirão Areia,apartamento,venda,6408.9,6141.2,7202.5,20,,setembro/2026
2026-09,Pomerode,Testo Central,apartamento,venda,5645.2,5379.7,6831.7,5,,setembro/2026
2026-09,Pomerode,Testo Rega,apartamento,venda,5510.3,4539.6,6334.8,20,,setembro/2026
2026-09,Pomerode,Centro,terreno,venda,802.0,439.0,1072.8,94,,setembro/2026
2026-09,Pomerode,Pomerode Fundos,terreno,venda,427.2,148.7,495.3,11,,setembro/2026
2026-09,Pomerode,Ribeirão Areia,terreno,venda,526.4,281.0,800.0,25,,setembro/2026
2026-09,Pomerode,Testo Alto,terreno,venda,215.8,112.4,367.3,34,,setembro/2026
2026-09,Pomerode,Testo Central,terreno,venda,295.3,144.2,504.6,55,,setembro/2026
2026-09,Pomerode,Testo Central Alto,terreno,venda,377.2,265.9,438.3,6,,setembro/2026
2026-09,Pomerode,Testo Rega,terreno,venda,300.0,163.3,466.7,53,,setembro/2026
2026-09,Pomerode,Wunderwald,terreno,venda,297.2,121.3,603.8,21,,setembro/2026
2026-09,Pomerode,Centro,sala,venda,12018.5,9576.4,12168.8,7,5.55,setembro/2026
2026-09,Pomerode,Centro,sala,aluguel,55.6,37.8,67.0,23,5.55,setembro/2026
2026-09,Porto Alegre,Aberta dos Morros,casa,venda,4160.6,3267.3,5226.6,147,7.33,setembro/2026
2026-09,Porto Alegre,Aberta dos Morros,casa,aluguel,25.4,15.8,30.3,28,7.33,setembro/2026
2026-09,Porto Alegre,Agronomia,casa,venda,4947.4,3460.3,6085.9,22,,setembro/2026
2026-09,Porto Alegre,Alphaville,casa,venda,8461.6,7619.0,9487.9,10,,setembro/2026
2026-09,Porto Alegre,Anchieta,casa,venda,4416.7,2229.9,5806.4,8,,setembro/2026
2026-09,Porto Alegre,Arquipélago,casa,venda,7000.0,2617.9,8000.0,9,,setembro/2026
2026-09,Porto Alegre,Auxiliadora,casa,venda,5777.3,3874.3,7028.5,20,7.64,setembro/2026
2026-09,Porto Alegre,Auxiliadora,casa,aluguel,36.8,35.7,40.3,8,7.64,setembro/2026
2026-09,Porto Alegre,Azenha,casa,venda,4066.7,3768.1,5323.3,25,8.0,setembro/2026
2026-09,Porto Alegre,Azenha,casa,aluguel,27.1,20.2,34.3,6,8.0,setembro/2026
2026-09,Porto Alegre,Bela Vista,casa,venda,5859.8,4617.6,9000.0,29,6.82,setembro/2026
2026-09,Porto Alegre,Bela Vista,casa,aluguel,33.3,27.3,36.4,11,6.82,setembro/2026
2026-09,Porto Alegre,Belém Novo,casa,venda,6522.0,3941.2,9292.2,56,4.47,setembro/2026
2026-09,Porto Alegre,Belém Novo,casa,aluguel,24.3,18.7,42.2,10,4.47,setembro/2026
2026-09,Porto Alegre,Belém Velho,casa,venda,2812.5,1800.0,4597.7,21,9.39,setembro/2026
