mes,cidade,bairro,tipo,modo,mediana_rs_m2,p25,p75,n_anuncios,yield_anual_pct,coleta
2026-09,Campo Grande,Vivendas do Bosque,apartamento,venda,11337.4,10208.0,12552.5,6,,setembro/2026
2026-09,Campo Grande,Vivendas do Parque,apartamento,venda,7538.5,7125.0,8382.4,17,6.34,setembro/2026
2026-09,Campo Grande,Vivendas do Parque,apartamento,aluguel,39.8,38.0,45.7,7,6.34,setembro/2026
2026-09,Campo Grande,Água Limpa Park,terreno,venda,696.6,663.4,725.8,11,,setembro/2026
2026-09,Campo Grande,Alphaville,terreno,venda,1555.0,1361.4,1644.3,7,,setembro/2026
2026-09,Campo Grande,Alphaville Campo Grande 3,terreno,venda,1485.7,1444.6,1569.8,7,,setembro/2026
2026-09,Campo Grande,Amambaí,terreno,venda,833.3,775.9,923.1,9,,setembro/2026
2026-09,Campo Grande,Bairro Seminário,terreno,venda,638.9,569.4,729.2,6,,setembro/2026
2026-09,Campo Grande,Bom Retiro,terreno,venda,514.3,442.4,562.5,7,,setembro/2026
2026-09,Campo Grande,Centro,terreno,venda,1770.8,1559.1,2119.9,14,,setembro/2026
2026-09,Campo Grande,Chácara Cachoeira,terreno,venda,2870.0,2321.4,3580.6,11,,setembro/2026
2026-09,Campo Grande,Chácara dos Poderes,terreno,venda,2044.4,157.9,2351.3,14,,setembro/2026
2026-09,Campo Grande,Coronel Antonino,terreno,venda,909.2,743.8,1081.6,8,,setembro/2026
2026-09,Campo Grande,Jardim Aero Rancho,terreno,venda,486.1,427.1,659.7,7,,setembro/2026
2026-09,Campo Grande,Jardim Centenário,terreno,venda,535.7,401.7,600.0,5,,setembro/2026
2026-09,Campo Grande,Jardim Centro Oeste,terreno,venda,416.7,361.1,550.0,5,,setembro/2026
2026-09,Campo Grande,Jardim Colúmbia,terreno,venda,293.4,229.2,328.3,5,,setembro/2026
2026-09,Campo Grande,Jardim da Mooca,terreno,venda,480.0,436.4,500.0,5,,setembro/2026
2026-09,Campo Grande,Jardim dos Estados,terreno,venda,2706.1,1558.3,2979.2,6,,setembro/2026
2026-09,Campo Grande,Jardim Inápolis,terreno,venda,110.0,105.0,120.0,5,,setembro/2026
2026-09,Campo Grande,Jardim Itamaracá,terreno,venda,472.2,386.7,1354.8,5,,setembro/2026
2026-09,Campo Grande,Jardim Itatiaia,terreno,venda,758.4,655.0,814.3,5,,setembro/2026
2026-09,Campo Grande,Jardim Monte Alegre,terreno,venda,302.0,255.0,324.5,6,,setembro/2026
2026-09,Campo Grande,Jardim Montevidéu,terreno,venda,1194.9,716.7,1300.5,14,,setembro/2026
2026-09,Campo Grande,Jardim Noroeste,terreno,venda,477.6,253.5,920.5,10,,setembro/2026
2026-09,Campo Grande,Jardim São Conrado,terreno,venda,425.7,351.8,650.0,10,,setembro/2026
2026-09,Campo Grande,Jardim Seminário,terreno,venda,666.7,351.9,951.4,5,,setembro/2026
2026-09,Campo Grande,Jardim Tijuca,terreno,venda,588.9,416.7,600.0,9,,setembro/2026
2026-09,Campo Grande,Jardim Veraneio,terreno,venda,2073.9,961.8,2254.9,24,,setembro/2026
2026-09,Campo Grande,Monte Castelo,terreno,venda,945.1,828.6,1229.4,18,,setembro/2026
2026-09,Campo Grande,Moreninha,terreno,venda,67.2,60.0,517.9,5,,setembro/2026
2026-09,Campo Grande,North Park,terreno,venda,400.0,360.0,528.0,9,,setembro/2026
2026-09,Campo Grande,Nova Lima,terreno,venda,575.2,500.0,713.6,22,,setembro/2026
2026-09,Campo Grande,Núcleo Industrial,terreno,venda,425.0,130.0,604.3,7,,setembro/2026
2026-09,Campo Grande,Panorama,terreno,venda,418.4,398.7,453.3,6,,setembro/2026
2026-09,Campo Grande,Parque Residencial Damha IV,terreno,venda,2533.3,2444.4,2725.2,5,,setembro/2026
2026-09,Campo Grande,Portal Caiobá,terreno,venda,305.6,270.8,369.4,11,,setembro/2026
2026-09,Campo Grande,Residencial Damha,terreno,venda,4000.0,3926.5,4000.0,6,,setembro/2026
2026-09,Campo Grande,Residencial Figueiras do Parque,terreno,venda,432.4,407.8,468.4,6,,setembro/2026
2026-09,Campo Grande,Rita Vieira,terreno,venda,855.6,803.2,919.8,6,,setembro/2026
2026-09,Campo Grande,São Francisco,terreno,venda,852.3,739.6,938.8,8,,setembro/2026
2026-09,Campo Grande,Shalom,terreno,venda,1200.0,1098.2,1200.0,5,,setembro/2026
2026-09,Campo Grande,Terras Alpha,terreno,venda,1128.9,970.2,1198.1,12,,setembro/2026
2026-09,Campo Grande,Terras do Golfe,terreno,venda,1118.8,962.8,1184.5,7,,setembro/2026
2026-09,Campo Grande,Tiradentes,terreno,venda,1145.6,743.1,1278.8,10,,setembro/2026
2026-09,Campo Grande,Vila Bandeirante,terreno,venda,854.0,681.5,1012.2,6,,setembro/2026
2026-09,Campo Grande,Vila Carvalho,terreno,venda,1656.6,1644.7,1919.5,5,,setembro/2026
2026-09,Campo Grande,Vila do Polonês,terreno,venda,1750.0,1444.4,3616.1,5,,setembro/2026
2026-09,Campo Grande,Vila Ipiranga,terreno,venda,680.0,607.7,795.5,5,,setembro/2026
2026-09,Campo Grande,Vila Morumbi,terreno,venda,877.8,783.4,1006.9,8,,setembro/2026
2026-09,Campo Grande,Vila Nascente,terreno,venda,1875.0,1520.8,2083.3,6,,setembro/2026
2026-09,Campo Grande,Vila Nasser,terreno,venda,610.5,504.6,923.6,14,,setembro/2026
2026-09,Campo Grande,Vila Nova,terreno,venda,269.3,241.8,316.6,9,,setembro/2026
2026-09,Campo Grande,Vila Olinda,terreno,venda,1296.3,1106.2,1299.8,5,,setembro/2026
2026-09,Campo Grande,Vila Planalto,terreno,venda,936.3,683.8,1100.0,7,,setembro/2026
2026-09,Campo Grande,Vila Vilas Boas,terreno,venda,1038.0,838.9,1497.9,14,,setembro/2026
2026-09,Campo Grande,Vivendas do Parque,terreno,venda,384.0,218.7,432.5,12,,setembro/2026
2026-09,Campo Grande,Centro,sala,venda,4172.1,3331.6,5605.6,12,10.3,setembro/2026
2026-09,Campo Grande,Centro,sala,aluguel,35.8,24.7,47.8,28,10.3,setembro/2026
2026-09,Campo Grande,Jardim dos Estados,sala,aluguel,40.9,35.2,62.0,6,,setembro/2026
2026-09,Campo Grande,Monte Castelo,sala,aluguel,44.0,28.9,65.4,10,,setembro/2026
2026-09,Campo Grande,Santa Fé,sala,aluguel,67.9,33.7,71.1,10,,setembro/2026
2026-09,Campo Grande,Vila Cidade Morena,galpao,aluguel,18.0,12.7,20.1,8,,setembro/2026
2026-09,Chapecó,Araras,apartamento,aluguel,35.2,33.5,42.7,5,,setembro/2026
2026-09,Chapecó,Bela Vista,apartamento,venda,4788.6,4228.8,6844.2,16,12.13,setembro/2026
2026-09,Chapecó,Bela Vista,apartamento,aluguel,48.4,37.9,50.7,5,12.13,setembro/2026
2026-09,Chapecó,Bom Pastor,apartamento,venda,6250.0,5230.6,7300.3,11,7.26,setembro/2026
2026-09,Chapecó,Bom Pastor,apartamento,aluguel,37.8,33.5,44.1,11,7.26,setembro/2026
2026-09,Chapecó,Bom Retiro,apartamento,venda,7310.3,6609.2,8441.7,15,6.91,setembro/2026
2026-09,Chapecó,Bom Retiro,apartamento,aluguel,42.1,38.6,44.5,8,6.91,setembro/2026
2026-09,Chapecó,Centro,apartamento,venda,8217.3,6111.2,11227.1,782,5.02,setembro/2026
2026-09,Chapecó,Centro,apartamento,aluguel,34.4,25.8,46.7,282,5.02,setembro/2026
2026-09,Chapecó,Desbravador,apartamento,venda,5668.7,4934.2,6405.2,8,,setembro/2026
2026-09,Chapecó,Dom Gerônimo,apartamento,venda,7500.0,6881.6,7633.9,7,6.64,setembro/2026
2026-09,Chapecó,Dom Gerônimo,apartamento,aluguel,41.5,41.2,46.7,5,6.64,setembro/2026
2026-09,Chapecó,Efapi,apartamento,venda,5421.8,4390.4,6722.0,50,7.57,setembro/2026
2026-09,Chapecó,Efapi,apartamento,aluguel,34.2,27.9,38.5,53,7.57,setembro/2026
2026-09,Chapecó,Esplanada,apartamento,venda,6481.5,5250.0,7963.0,41,6.59,setembro/2026
2026-09,Chapecó,Esplanada,apartamento,aluguel,35.6,30.8,43.2,13,6.59,setembro/2026
2026-09,Chapecó,Jardim América,apartamento,venda,6730.1,6010.0,7717.9,7,6.33,setembro/2026
2026-09,Chapecó,Jardim América,apartamento,aluguel,35.5,27.5,37.9,7,6.33,setembro/2026
2026-09,Chapecó,Jardim Itália,apartamento,venda,8324.2,6191.7,9901.5,164,5.56,setembro/2026
2026-09,Chapecó,Jardim Itália,apartamento,aluguel,38.6,30.7,46.8,56,5.56,setembro/2026
2026-09,Chapecó,Jardins,apartamento,venda,9683.5,7303.9,11055.9,9,,setembro/2026
2026-09,Chapecó,Jardins Lunardi,apartamento,venda,6848.0,6314.2,7398.9,6,,setembro/2026
2026-09,Chapecó,Líder,apartamento,venda,6775.9,5900.4,7647.1,37,5.83,setembro/2026
2026-09,Chapecó,Líder,apartamento,aluguel,32.9,27.0,36.4,19,5.83,setembro/2026
2026-09,Chapecó,Maria Goretti,apartamento,venda,9691.6,6825.4,11217.4,89,4.56,setembro/2026
2026-09,Chapecó,Maria Goretti,apartamento,aluguel,36.8,26.4,53.8,16,4.56,setembro/2026
2026-09,Chapecó,Palmital,apartamento,venda,7000.0,5671.7,8331.5,27,5.98,setembro/2026
2026-09,Chapecó,Palmital,apartamento,aluguel,34.9,28.6,40.2,21,5.98,setembro/2026
2026-09,Chapecó,Paraíso,apartamento,venda,5830.8,4727.0,7354.2,46,7.12,setembro/2026
2026-09,Chapecó,Paraíso,apartamento,aluguel,34.6,29.3,41.0,21,7.12,setembro/2026
2026-09,Chapecó,Parque das Palmeiras,apartamento,venda,4681.3,4220.1,4898.0,6,8.84,setembro/2026
2026-09,Chapecó,Parque das Palmeiras,apartamento,aluguel,34.5,26.5,38.3,10,8.84,setembro/2026
2026-09,Chapecó,Passo dos Fortes,apartamento,venda,7313.7,5990.3,8366.0,81,6.23,setembro/2026
2026-09,Chapecó,Passo dos Fortes,apartamento,aluguel,38.0,30.4,45.6,35,6.23,setembro/2026
2026-09,Chapecó,Pinheirinho,apartamento,venda,5394.5,4847.0,5949.6,30,8.01,setembro/2026
2026-09,Chapecó,Pinheirinho,apartamento,aluguel,36.0,30.5,40.8,22,8.01,setembro/2026
2026-09,Chapecó,Presidente Médici,apartamento,venda,7379.9,5440.0,9493.2,207,6.07,setembro/2026
2026-09,Chapecó,Presidente Médici,apartamento,aluguel,37.3,28.2,47.3,56,6.07,setembro/2026
2026-09,Chapecó,Saic,apartamento,venda,5870.6,5047.2,7690.3,7,7.46,setembro/2026
2026-09,Chapecó,Saic,apartamento,aluguel,36.5,29.3,43.9,6,7.46,setembro/2026
2026-09,Chapecó,Santa Maria,apartamento,venda,7100.6,6052.7,8948.6,86,6.15,setembro/2026
2026-09,Chapecó,Santa Maria,apartamento,aluguel,36.4,30.8,44.1,35,6.15,setembro/2026
2026-09,Chapecó,Santa Paulina,apartamento,venda,5986.9,4846.5,7350.4,14,7.84,setembro/2026
2026-09,Chapecó,Santa Paulina,apartamento,aluguel,39.1,35.5,43.5,15,7.84,setembro/2026
2026-09,Chapecó,Santo Antônio,apartamento,venda,5689.4,4082.4,6563.7,18,6.31,setembro/2026
2026-09,Chapecó,Santo Antônio,apartamento,aluguel,29.9,27.5,32.5,13,6.31,setembro/2026
2026-09,Chapecó,São Cristóvão,apartamento,venda,7511.7,5754.5,8580.4,92,5.3,setembro/2026
2026-09,Chapecó,São Cristóvão,apartamento,aluguel,33.2,27.1,45.6,70,5.3,setembro/2026
2026-09,Chapecó,São Lucas,apartamento,venda,5740.6,4500.0,6624.3,8,6.15,setembro/2026
2026-09,Chapecó,São Lucas,apartamento,aluguel,29.4,27.3,33.0,7,6.15,setembro/2026
2026-09,Chapecó,Seminário,apartamento,venda,5273.6,3098.0,5999.4,14,,setembro/2026
2026-09,Chapecó,Universitário,apartamento,venda,7016.9,5766.7,7774.5,32,4.96,setembro/2026
2026-09,Chapecó,Universitário,apartamento,aluguel,29.0,27.4,34.4,15,4.96,setembro/2026
2026-09,Chapecó,Vederti,apartamento,venda,5469.7,5329.2,5654.5,6,,setembro/2026
2026-09,Chapecó,Vila Real,apartamento,venda,5833.3,4905.1,7023.0,27,6.05,setembro/2026
2026-09,Chapecó,Vila Real,apartamento,aluguel,29.4,25.1,38.9,10,6.05,setembro/2026
2026-09,Chapecó,Alvorada,casa,venda,5500.0,4230.8,6557.7,5,,setembro/2026
2026-09,Chapecó,Araras,casa,venda,6141.5,4415.3,6941.1,46,,setembro/2026
2026-09,Chapecó,Autódromo,casa,venda,6360.9,4275.9,6944.6,24,,setembro/2026
2026-09,Chapecó,Bela Vista,casa,venda,5907.2,3749.3,8319.2,30,5.79,setembro/2026
2026-09,Chapecó,Bela Vista,casa,aluguel,28.5,26.2,35.3,11,5.79,setembro/2026
2026-09,Chapecó,Belvedere,casa,venda,4733.3,2984.6,5833.3,13,,setembro/2026
2026-09,Chapecó,Boa Vista,casa,venda,5606.1,3481.8,6049.3,7,,setembro/2026
2026-09,Chapecó,Bom Retiro,casa,venda,6556.2,6291.4,7345.1,8,,setembro/2026
2026-09,Chapecó,Bouganville,casa,venda,9082.2,6393.6,9544.6,6,,setembro/2026
2026-09,Chapecó,Centro,casa,venda,9354.8,7586.2,15764.3,25,4.85,setembro/2026
2026-09,Chapecó,Centro,casa,aluguel,37.8,27.2,48.1,21,4.85,setembro/2026
2026-09,Chapecó,Cristo Rei,casa,venda,4987.5,3711.5,5876.2,10,,setembro/2026
2026-09,Chapecó,Desbravador,casa,venda,5998.3,4330.6,7214.4,118,,setembro/2026
2026-09,Chapecó,Efapi,casa,venda,5286.4,3765.7,6630.7,128,6.02,setembro/2026
2026-09,Chapecó,Efapi,casa,aluguel,26.5,24.5,30.0,9,6.02,setembro/2026
2026-09,Chapecó,Eldorado,casa,venda,3757.2,3480.8,4225.4,5,,setembro/2026
2026-09,Chapecó,Engenho Braun,casa,venda,5119.8,4560.8,5701.3,13,,setembro/2026
2026-09,Chapecó,Espelho das Águas,casa,venda,7462.7,6538.5,8552.0,25,,setembro/2026
2026-09,Chapecó,Esplanada,casa,venda,5459.0,3807.1,6867.4,51,,setembro/2026
2026-09,Chapecó,Interior,casa,venda,9354.8,8369.1,10215.4,5,,setembro/2026
2026-09,Chapecó,Jardim América,casa,venda,4452.0,3615.2,7032.9,12,,setembro/2026
2026-09,Chapecó,Jardim Europa,casa,venda,7869.8,6495.3,8777.4,49,,setembro/2026
2026-09,Chapecó,Jardim Itália,casa,venda,7730.8,6234.3,9898.5,37,5.98,setembro/2026
2026-09,Chapecó,Jardim Itália,casa,aluguel,38.5,28.8,40.2,8,5.98,setembro/2026
2026-09,Chapecó,Líder,casa,venda,5789.5,3833.6,7971.4,47,,setembro/2026
2026-09,Chapecó,Maria Goretti,casa,venda,7500.0,5000.0,9172.7,57,6.26,setembro/2026
2026-09,Chapecó,Maria Goretti,casa,aluguel,39.1,26.8,45.8,20,6.26,setembro/2026
2026-09,Chapecó,Palmital,casa,venda,5960.0,4377.2,6631.9,25,5.84,setembro/2026
2026-09,Chapecó,Palmital,casa,aluguel,29.0,28.4,33.2,5,5.84,setembro/2026
2026-09,Chapecó,Paraíso,casa,venda,6329.1,4505.4,7853.6,79,6.22,setembro/2026
2026-09,Chapecó,Paraíso,casa,aluguel,32.8,30.4,38.1,6,6.22,setembro/2026
2026-09,Chapecó,Parque das Palmeiras,casa,venda,5626.4,3123.7,6912.5,18,,setembro/2026
2026-09,Chapecó,Passo dos Fortes,casa,venda,5625.0,4262.0,7443.7,70,6.72,setembro/2026
2026-09,Chapecó,Passo dos Fortes,casa,aluguel,31.5,28.5,36.9,10,6.72,setembro/2026
2026-09,Chapecó,Pinheirinho,casa,venda,4344.2,3626.0,6195.1,17,,setembro/2026
2026-09,Chapecó,Presidente Médici,casa,venda,6400.0,4961.5,7773.1,105,6.23,setembro/2026
2026-09,Chapecó,Presidente Médici,casa,aluguel,33.2,26.6,50.6,9,6.23,setembro/2026
2026-09,Chapecó,Quedas do Palmital,casa,venda,6566.9,6091.2,7297.3,6,,setembro/2026
2026-09,Chapecó,Real Park,casa,venda,9569.8,8586.6,10495.2,8,,setembro/2026
2026-09,Chapecó,Saic,casa,venda,6138.1,3750.0,7853.4,16,6.63,setembro/2026
2026-09,Chapecó,Saic,casa,aluguel,33.9,31.0,40.6,6,6.63,setembro/2026
2026-09,Chapecó,Santa Maria,casa,venda,6363.4,5126.3,8569.0,44,7.64,setembro/2026
2026-09,Chapecó,Santa Maria,casa,aluguel,40.5,30.9,47.4,18,7.64,setembro/2026
2026-09,Chapecó,Santo Antônio,casa,venda,4950.0,3147.6,7234.8,29,,setembro/2026
2026-09,Chapecó,Santos Dumont,casa,venda,8223.7,6885.9,10202.9,27,,setembro/2026
2026-09,Chapecó,São Cristóvão,casa,venda,5704.2,3544.6,8248.8,22,6.35,setembro/2026
2026-09,Chapecó,São Cristóvão,casa,aluguel,30.2,23.6,31.7,14,6.35,setembro/2026
2026-09,Chapecó,São Lucas,casa,venda,5972.2,4890.0,7372.6,23,,setembro/2026
2026-09,Chapecó,Seminário,casa,venda,6666.7,5935.9,8364.4,31,,setembro/2026
2026-09,Chapecó,Trevo,casa,venda,6626.4,4368.7,7269.0,7,,setembro/2026
2026-09,Chapecó,Universitário,casa,venda,7011.1,5714.3,8863.6,37,5.84,setembro/2026
2026-09,Chapecó,Universitário,casa,aluguel,34.1,28.8,40.9,9,5.84,setembro/2026
2026-09,Chapecó,Vederti,casa,venda,6447.0,5426.9,7142.7,39,7.24,setembro/2026
2026-09,Chapecó,Vederti,casa,aluguel,38.9,28.2,43.6,7,7.24,setembro/2026
2026-09,Chapecó,Vila Real,casa,venda,5236.6,3771.2,6334.1,36,,setembro/2026
2026-09,Chapecó,Villagos,casa,venda,6843.8,6490.4,8555.6,5,,setembro/2026
2026-09,Chapecó,Walville,casa,venda,7507.0,6941.9,8495.3,16,,setembro/2026
2026-09,Chapecó,Água Santa,terreno,venda,593.3,527.7,694.5,39,,setembro/2026
2026-09,Chapecó,Araras,terreno,venda,656.8,582.6,733.6,28,,setembro/2026
2026-09,Chapecó,Autódromo,terreno,venda,664.9,594.9,836.5,10,,setembro/2026
2026-09,Chapecó,Bela Vista,terreno,venda,1304.2,1200.0,1617.4,14,,setembro/2026
2026-09,Chapecó,Belvedere,terreno,venda,812.5,708.7,1075.5,25,,setembro/2026
2026-09,Chapecó,Bom Pastor,terreno,venda,942.4,825.5,1127.8,7,,setembro/2026
2026-09,Chapecó,Bom Retiro,terreno,venda,1871.1,1698.9,2826.1,6,,setembro/2026
2026-09,Chapecó,Bouganville,terreno,venda,358.1,290.8,390.5,10,,setembro/2026
2026-09,Chapecó,Campestre,terreno,venda,515.9,159.2,647.6,7,,setembro/2026
2026-09,Chapecó,Centro,terreno,venda,3222.4,943.8,6137.3,26,,setembro/2026
2026-09,Chapecó,Desbravador,terreno,venda,1041.7,915.1,1130.3,21,,setembro/2026
2026-09,Chapecó,Distrito de Goio En,terreno,venda,414.4,296.5,576.2,6,,setembro/2026
2026-09,Chapecó,Dom Gerônimo,terreno,venda,1600.0,1485.4,2533.3,9,,setembro/2026
2026-09,Chapecó,Efapi,terreno,venda,928.3,639.5,1177.6,38,,setembro/2026
2026-09,Chapecó,Engenho Braun,terreno,venda,799.4,759.1,1071.3,6,,setembro/2026
2026-09,Chapecó,Espelho das Águas,terreno,venda,418.0,370.0,431.2,9,,setembro/2026
2026-09,Chapecó,Esplanada,terreno,venda,1054.9,865.0,1294.7,27,,setembro/2026
2026-09,Chapecó,Florencia,terreno,venda,1083.7,951.4,1142.6,6,,setembro/2026
2026-09,Chapecó,Gôio-En,terreno,venda,857.1,797.9,890.6,5,,setembro/2026
2026-09,Chapecó,Industrial,terreno,venda,771.5,685.9,903.7,11,,setembro/2026
2026-09,Chapecó,Interior,terreno,venda,431.4,306.1,601.9,12,,setembro/2026
2026-09,Chapecó,Jardim América,terreno,venda,4738.1,2364.7,8192.3,5,,setembro/2026
2026-09,Chapecó,Jardim Europa,terreno,venda,943.3,862.8,1172.8,27,,setembro/2026
2026-09,Chapecó,Jardim Itália,terreno,venda,2583.3,1817.9,4255.3,13,,setembro/2026
2026-09,Chapecó,Jardins,terreno,venda,1401.6,1305.3,1590.0,33,,setembro/2026
2026-09,Chapecó,Lajeado,terreno,venda,870.7,770.5,891.1,15,,setembro/2026
2026-09,Chapecó,Líder,terreno,venda,1436.1,1164.7,1882.3,27,,setembro/2026
2026-09,Chapecó,Maria Goretti,terreno,venda,2555.6,1405.2,3376.8,19,,setembro/2026
2026-09,Chapecó,Monte Belo,terreno,venda,1068.7,1023.3,1125.9,8,,setembro/2026
2026-09,Chapecó,Palmital,terreno,venda,2151.4,1437.5,2841.1,14,,setembro/2026
2026-09,Chapecó,Paraíso,terreno,venda,1062.5,1015.1,1192.5,12,,setembro/2026
2026-09,Chapecó,Passo dos Fortes,terreno,venda,1155.6,969.3,1545.8,26,,setembro/2026
2026-09,Chapecó,Pinheirinho,terreno,venda,1128.1,1051.2,1359.7,8,,setembro/2026
2026-09,Chapecó,Presidente Médici,terreno,venda,1463.8,1270.9,1937.8,20,,setembro/2026
2026-09,Chapecó,Progresso,terreno,venda,1103.4,816.7,1254.8,6,,setembro/2026
2026-09,Chapecó,Quedas do Palmital,terreno,venda,999.0,715.0,1138.3,13,,setembro/2026
2026-09,Chapecó,Santa Maria,terreno,venda,2180.2,1611.8,3437.5,14,,setembro/2026
2026-09,Chapecó,Santo Antônio,terreno,venda,1002.0,970.3,1068.8,10,,setembro/2026
2026-09,Chapecó,Santos Dumont,terreno,venda,1024.6,927.7,1196.8,43,,setembro/2026
2026-09,Chapecó,São Cristóvão,terreno,venda,1896.9,1709.7,2197.1,6,,setembro/2026
2026-09,Chapecó,São Lucas,terreno,venda,911.8,851.4,978.3,7,,setembro/2026
2026-09,Chapecó,Seminário,terreno,venda,1010.2,831.1,1296.2,34,,setembro/2026
2026-09,Chapecó,Trevo,terreno,venda,500.0,408.2,637.2,9,,setembro/2026
2026-09,Chapecó,Universitário,terreno,venda,1410.9,1083.3,1888.9,21,,setembro/2026
2026-09,Chapecó,Vederti,terreno,venda,630.4,575.9,799.3,16,,setembro/2026
2026-09,Chapecó,Vila Real,terreno,venda,900.0,823.8,1014.9,15,,setembro/2026
2026-09,Chapecó,Walville,terreno,venda,944.4,916.2,1023.0,9,,setembro/2026
2026-09,Chapecó,Alvorada,sala,aluguel,32.0,25.9,34.9,7,,setembro/2026
2026-09,Chapecó,Bela Vista,sala,aluguel,33.9,30.0,46.2,12,,setembro/2026
2026-09,Chapecó,Centro,sala,venda,11612.9,8737.5,17496.8,63,6.18,setembro/2026
2026-09,Chapecó,Centro,sala,aluguel,59.8,42.2,89.2,249,6.18,setembro/2026
2026-09,Chapecó,Efapi,sala,aluguel,51.9,34.4,65.8,59,,setembro/2026
2026-09,Chapecó,Esplanada,sala,aluguel,35.0,32.6,35.3,7,,setembro/2026
2026-09,Chapecó,Jardim América,sala,aluguel,49.3,41.8,52.4,10,,setembro/2026
2026-09,Chapecó,Jardim Itália,sala,venda,12234.7,8000.0,14423.1,5,5.14,setembro/2026
2026-09,Chapecó,Jardim Itália,sala,aluguel,52.4,49.7,61.0,20,5.14,setembro/2026
2026-09,Chapecó,Líder,sala,aluguel,35.2,31.2,75.9,12,,setembro/2026
2026-09,Chapecó,Maria Goretti,sala,aluguel,44.5,37.6,53.1,8,,setembro/2026
2026-09,Chapecó,Palmital,sala,aluguel,41.9,37.9,52.6,26,,setembro/2026
2026-09,Chapecó,Paraíso,sala,aluguel,51.2,40.8,53.3,11,,setembro/2026
2026-09,Chapecó,Passo dos Fortes,sala,aluguel,50.5,33.9,67.0,32,,setembro/2026
2026-09,Chapecó,Presidente Médici,sala,aluguel,47.6,35.3,59.5,34,,setembro/2026
2026-09,Chapecó,Saic,sala,aluguel,49.4,45.1,56.8,9,,setembro/2026
2026-09,Chapecó,Santa Maria,sala,venda,10140.2,9854.8,10491.0,10,7.46,setembro/2026
2026-09,Chapecó,Santa Maria,sala,aluguel,63.0,53.0,79.3,44,7.46,setembro/2026
2026-09,Chapecó,Santo Antônio,sala,aluguel,46.2,30.0,53.4,7,,setembro/2026
2026-09,Chapecó,São Cristóvão,sala,aluguel,55.0,45.8,66.4,47,,setembro/2026
2026-09,Chapecó,Universitário,sala,aluguel,40.9,35.6,52.9,15,,setembro/2026
2026-09,Chapecó,Alvorada,galpao,aluguel,34.2,33.1,38.4,6,,setembro/2026
2026-09,Chapecó,Araras,galpao,aluguel,22.5,19.7,30.3,17,,setembro/2026
2026-09,Chapecó,Bela Vista,galpao,aluguel,27.3,21.2,34.8,12,,setembro/2026
2026-09,Chapecó,Belvedere,galpao,aluguel,26.6,21.9,34.1,9,,setembro/2026
2026-09,Chapecó,Bom Retiro,galpao,aluguel,32.6,30.1,39.4,8,,setembro/2026
2026-09,Chapecó,Centro,galpao,aluguel,32.7,25.5,39.1,5,,setembro/2026
2026-09,Chapecó,Efapi,galpao,aluguel,22.5,18.7,25.9,14,,setembro/2026
2026-09,Chapecó,Eldorado,galpao,aluguel,25.3,24.6,38.5,7,,setembro/2026
2026-09,Chapecó,Lajeado,galpao,aluguel,30.9,23.3,40.5,12,,setembro/2026
2026-09,Chapecó,Líder,galpao,aluguel,30.8,24.9,32.5,13,,setembro/2026
2026-09,Chapecó,Palmital,galpao,aluguel,25.2,22.8,29.9,17,,setembro/2026
2026-09,Chapecó,Paraíso,galpao,aluguel,29.7,23.9,35.8,8,,setembro/2026
2026-09,Chapecó,Passo dos Fortes,galpao,aluguel,26.7,22.0,28.5,6,,setembro/2026
2026-09,Chapecó,Pinheirinho,galpao,aluguel,22.8,21.9,23.5,5,,setembro/2026
2026-09,Chapecó,Presidente Médici,galpao,aluguel,27.9,20.8,29.5,7,,setembro/2026
2026-09,Chapecó,Santa Maria,galpao,aluguel,28.2,14.0,33.4,8,,setembro/2026
2026-09,Chapecó,Santo Antônio,galpao,aluguel,31.2,20.8,38.1,6,,setembro/2026
2026-09,Chapecó,Santos Dumont,galpao,venda,4959.3,3621.9,6344.9,6,6.36,setembro/2026
2026-09,Chapecó,Santos Dumont,galpao,aluguel,26.3,24.0,33.0,17,6.36,setembro/2026
2026-09,Chapecó,São Cristóvão,galpao,aluguel,29.2,24.0,32.8,15,,setembro/2026
2026-09,Chapecó,São Lucas,galpao,aluguel,21.7,18.4,24.5,8,,setembro/2026
2026-09,Chapecó,Seminário,galpao,aluguel,26.9,24.4,35.2,5,,setembro/2026
2026-09,Chapecó,Trevo,galpao,aluguel,19.7,15.3,25.7,22,,setembro/2026
2026-09,Corupá,Ano Bom,casa,venda,3752.6,2307.3,5314.0,18,,setembro/2026
2026-09,Corupá,Bomplandt,casa,venda,4049.0,2827.7,5490.9,16,,setembro/2026
2026-09,Corupá,Centro,casa,venda,3951.9,2771.7,5224.9,24,,setembro/2026
2026-09,Corupá,João Tozini,casa,venda,3571.4,3372.4,5169.9,19,,setembro/2026
2026-09,Corupá,Seminário,casa,venda,4583.3,3518.5,5833.3,29,,setembro/2026
2026-09,Corupá,XV de Novembro,casa,venda,4285.7,3262.9,5000.0,9,,setembro/2026
2026-09,Corupá,Ano Bom,terreno,venda,466.7,171.4,633.1,11,,setembro/2026
2026-09,Corupá,Bomplandt,terreno,venda,299.6,239.7,390.3,10,,setembro/2026
2026-09,Corupá,Centro,terreno,venda,766.0,354.8,843.5,12,,setembro/2026
2026-09,Corupá,João Tozini,terreno,venda,539.0,440.7,654.7,6,,setembro/2026
2026-09,Corupá,Seminário,terreno,venda,544.7,413.6,598.7,22,,setembro/2026
